LED - 1cm,,Florescent - Peak Equivalent to LED 90uW/cm^2/nm peak,,Florescent - Peak Equivalent to LED 90uW/cm^2/nm peak,,Florescent - Peak Equivalent to LED 90uW/cm^2/nm peak,,Florescent- 1cm,,Florescent- 1cm,,Florescent- 1cm,
Wavelength,Absolute Irradiance,Wavelength,Absolute Irradiance,Wavelength,Absolute Irradiance,Wavelength,Absolute Irradiance,Wavelength,Absolute Irradiance,Wavelength,Absolute Irradiance,Wavelength,Absolute Irradiance
937.521,-3.8,937.521,-27.21,937.521,5.73,937.521,3.07,937.521,-13.34,937.521,-12.3,937.521,2.39
937.727,-3.72,937.727,-23.78,937.727,4.57,937.727,-6.67,937.727,-14.93,937.727,-17.53,937.727,-2.62
937.933,-2.26,937.933,-29.6,937.933,1.7,937.933,-1.05,937.933,-17.86,937.933,-20.3,937.933,1.89
938.139,-2.46,938.139,-28.67,938.139,9,938.139,3.64,938.139,-16.53,938.139,-18.45,938.139,2.33
938.345,-0.19,938.345,-26.74,938.345,13.46,938.345,-0.37,938.345,-12.66,938.345,-19.28,938.345,8.64
938.551,4.73,938.551,-32.36,938.551,16.05,938.551,-3.01,938.551,-9.29,938.551,-18.42,938.551,15.29
938.756,4.5,938.756,-48.42,938.756,14.86,938.756,-4.86,938.756,-26.79,938.756,-23.88,938.756,7.05
938.962,3.12,938.962,-30.78,938.962,10.29,938.962,-8.51,938.962,-15.5,938.962,-14.58,938.962,-0.31
939.168,8.83,939.168,-31.31,939.168,10.04,939.168,4.16,939.168,-14.14,939.168,-9.95,939.168,2.32
939.374,8.15,939.374,-27.35,939.374,3.04,939.374,-1.03,939.374,-8.71,939.374,-8.09,939.374,0.76
939.579,7.69,939.579,-23.76,939.579,1.43,939.579,4.44,939.579,-9.3,939.579,1.67,939.579,2.93
939.785,12.85,939.785,-34.68,939.785,-9.37,939.785,4.9,939.785,-11.63,939.785,1.07,939.785,-10.83
939.991,14.89,939.991,-41.6,939.991,-17.79,939.991,6.94,939.991,-19.56,939.991,9.32,939.991,-13.22
940.196,13.56,940.196,-35.86,940.196,-11.86,940.196,-1.93,940.196,-13.31,940.196,12.01,940.196,-16.07
940.402,18.15,940.402,-29.58,940.402,-13.2,940.402,-5.1,940.402,-14.01,940.402,11.9,940.402,-17.61
940.608,20.26,940.608,-41.71,940.608,-21.26,940.608,1.64,940.608,-27.66,940.608,22.7,940.608,-31.27
940.813,16.04,940.813,-32.46,940.813,-17.85,940.813,-0.32,940.813,-23.78,940.813,21.59,940.813,-45.24
941.019,14.06,941.019,-26.82,941.019,-14.74,941.019,6.67,941.019,-18.58,941.019,21.36,941.019,-32.52
941.224,19.07,941.224,-28.99,941.224,-12.3,941.224,12.49,941.224,-21.03,941.224,18.17,941.224,-29.91
941.43,21.45,941.43,-24.18,941.43,-10.05,941.43,15.61,941.43,-11.02,941.43,20.82,941.43,-19.38
941.635,27.55,941.635,-17.82,941.635,-9.69,941.635,25.42,941.635,-3.73,941.635,25.56,941.635,-15.9
941.841,27.52,941.841,-16.71,941.841,-21.36,941.841,17.24,941.841,-11.53,941.841,9.94,941.841,-28.58
942.046,27.54,942.046,-3.96,942.046,-15.28,942.046,20.32,942.046,-4.82,942.046,10.41,942.046,-27.61
942.252,32.23,942.252,11.79,942.252,-8.33,942.252,50.71,942.252,16.85,942.252,13.77,942.252,-23.45
942.457,18.72,942.457,9.18,942.457,-12.09,942.457,31.05,942.457,7.72,942.457,5.21,942.457,-17.1
942.663,20.57,942.663,-0.95,942.663,-23.26,942.663,44.45,942.663,1.22,942.663,7.25,942.663,-15.55
942.868,28.89,942.868,0.17,942.868,-43.58,942.868,50.84,942.868,4.16,942.868,-21.78,942.868,-31.46
943.074,17.11,943.074,-9.26,943.074,-26.47,943.074,25.68,943.074,-3.08,943.074,-16.06,943.074,-10.54
943.279,14.15,943.279,-9.62,943.279,-25.31,943.279,15.36,943.279,2.75,943.279,-18.99,943.279,-12.66
943.484,24.08,943.484,-17.34,943.484,-53.07,943.484,22.36,943.484,11.31,943.484,-41.6,943.484,-27.95
943.69,12.09,943.69,-9.45,943.69,-26.7,943.69,17.45,943.69,-2.81,943.69,-19.33,943.69,-19.76
943.895,11.53,943.895,-26.91,943.895,-30.76,943.895,7.87,943.895,-11.11,943.895,-14.15,943.895,-36.67
944.1,23.83,944.1,-40.46,944.1,-37.19,944.1,6.96,944.1,-20.04,944.1,-32.92,944.1,-60.63
944.306,15.97,944.306,-32.67,944.306,-25.94,944.306,-11.02,944.306,-22.83,944.306,-24.25,944.306,-33.65
944.511,21.39,944.511,-41.92,944.511,-18.9,944.511,-21.65,944.511,-35.02,944.511,-21.68,944.511,-36.87
944.716,21.58,944.716,-53.62,944.716,-13.95,944.716,-20.17,944.716,-36.3,944.716,-24.8,944.716,-30.85
944.921,31.55,944.921,-63.07,944.921,-26.43,944.921,-36.07,944.921,-36.71,944.921,-41.66,944.921,-58.27
945.126,22.64,945.126,-39.61,945.126,-12.67,945.126,-23.71,945.126,-17.26,945.126,-20.92,945.126,-45.51
945.332,27.87,945.332,-19.08,945.332,-10.37,945.332,-21.45,945.332,-9.02,945.332,-23.75,945.332,-44.13
945.537,23.77,945.537,-7.64,945.537,-10.1,945.537,-10.94,945.537,-9.96,945.537,-17.46,945.537,-35.23
945.742,48.47,945.742,-22.17,945.742,-24.71,945.742,-16.72,945.742,-31.67,945.742,-43.63,945.742,-96.43
945.947,18.25,945.947,-9.24,945.947,-6.08,945.947,-15.87,945.947,-9.68,945.947,-27.69,945.947,-38
946.152,18.29,946.152,0.27,946.152,-3,946.152,-8.28,946.152,-0.5,946.152,-25.22,946.152,-25.69
946.357,14.52,946.357,1.7,946.357,-0.34,946.357,2.09,946.357,12.84,946.357,-13.23,946.357,-14.04
946.562,13.72,946.562,3.42,946.562,-2.51,946.562,2.64,946.562,3.56,946.562,-12.39,946.562,-12.51
946.767,23.55,946.767,-3.72,946.767,-23.33,946.767,1.96,946.767,14.14,946.767,-24.54,946.767,-20.75
946.973,22.19,946.973,-2.09,946.973,-13.22,946.973,3.78,946.973,6.99,946.973,-15.74,946.973,-24.45
947.178,19.44,947.178,-20.89,947.178,-15.35,947.178,-1.38,947.178,-1.58,947.178,-24.75,947.178,-30.78
947.383,22.76,947.383,-39.14,947.383,-26.63,947.383,2.34,947.383,-5.95,947.383,-27.27,947.383,-26.78
947.588,23.95,947.588,-49.84,947.588,-19.15,947.588,7.48,947.588,-13.03,947.588,-22.91,947.588,-27.44
947.792,25.56,947.792,-37.5,947.792,-9.21,947.792,1.41,947.792,-0.55,947.792,-10.11,947.792,-15.91
947.997,24.18,947.997,-30.52,947.997,1.88,947.997,8.47,947.997,2.48,947.997,-2.88,947.997,-4.45
948.202,38.19,948.202,-37.68,948.202,-5.42,948.202,10.16,948.202,-0.94,948.202,8.69,948.202,-7.6
948.407,44.37,948.407,-56.46,948.407,-3.19,948.407,3.62,948.407,-2.33,948.407,-0.81,948.407,-8.86
948.612,21.46,948.612,-48.97,948.612,-12.96,948.612,-3.49,948.612,-10.61,948.612,-6.03,948.612,-9.39
948.817,19.49,948.817,-57.65,948.817,-18.63,948.817,1.47,948.817,-7.59,948.817,-12.45,948.817,-18.91
949.022,16.4,949.022,-46.72,949.022,-17.1,949.022,4.28,949.022,-12.22,949.022,-16.25,949.022,-14.4
949.227,19.98,949.227,-50.61,949.227,-27.92,949.227,2.97,949.227,-17.4,949.227,-35.65,949.227,-33.86
949.431,20.61,949.431,-21.63,949.431,3.13,949.431,26.31,949.431,0.01,949.431,-2.47,949.431,1.74
949.636,6.79,949.636,-3.88,949.636,4.7,949.636,21.31,949.636,5.12,949.636,5.33,949.636,-1.36
949.841,20.15,949.841,30.38,949.841,13.86,949.841,69.8,949.841,35.23,949.841,36.95,949.841,4.26
950.046,19.86,950.046,-2.05,950.046,8.56,950.046,47.01,950.046,5.61,950.046,3.01,950.046,-24.89
950.251,10.11,950.251,-17.38,950.251,-14.96,950.251,1.82,950.251,-11.68,950.251,-6.57,950.251,-25.73
950.455,10.22,950.455,-23.64,950.455,-16.87,950.455,1.65,950.455,-7.27,950.455,-8.39,950.455,-30
950.66,15.27,950.66,-31.85,950.66,-28.45,950.66,0.94,950.66,-12.69,950.66,-23.92,950.66,-52.62
950.865,44.96,950.865,-39.32,950.865,-38.16,950.865,67.03,950.865,-23.44,950.865,-18.55,950.865,-97.68
951.069,23.09,951.069,-10.67,951.069,-9.29,951.069,22.63,951.069,9.25,951.069,2.99,951.069,-30.49
951.274,33.88,951.274,-2.56,951.274,2.53,951.274,43.41,951.274,29.66,951.274,8.41,951.274,-35.88
951.479,24.94,951.479,10.4,951.479,12.26,951.479,32.8,951.479,33.34,951.479,23.94,951.479,-3.07
951.683,31.9,951.683,14.83,951.683,4.08,951.683,31.02,951.683,36.6,951.683,7.05,951.683,-11.55
951.888,48.54,951.888,7.98,951.888,18.37,951.888,48.76,951.888,51.45,951.888,-9,951.888,-11.29
952.092,128.31,952.092,-42.68,952.092,42.56,952.092,90.65,952.092,106.71,952.092,-117.32,952.092,-34.59
952.297,24.5,952.297,-9.28,952.297,14.55,952.297,25.42,952.297,32.54,952.297,-11.8,952.297,10.62
952.501,27.53,952.501,3.09,952.501,52.4,952.501,49.67,952.501,52.46,952.501,-1.36,952.501,21.25
952.706,21.97,952.706,1.27,952.706,34.25,952.706,32.65,952.706,30.97,952.706,-0.64,952.706,6.07
952.91,67.98,952.91,-26.74,952.91,71.23,952.91,68.29,952.91,52.81,952.91,-15.24,952.91,14.74
953.115,35.1,953.115,-17.59,953.115,43.21,953.115,4.82,953.115,25.52,953.115,-10.88,953.115,8.77
953.319,40.96,953.319,-54.76,953.319,50.82,953.319,-3.88,953.319,13.67,953.319,-23.29,953.319,7.69
953.524,39.86,953.524,-62.29,953.524,42.58,953.524,-12.44,953.524,-2.09,953.524,-21.05,953.524,3.34
953.728,37.08,953.728,-95.86,953.728,35.64,953.728,-38.86,953.728,-20.1,953.728,-43.45,953.728,-22.92
953.933,38.08,953.933,-91.47,953.933,39.9,953.933,-26.43,953.933,-18.31,953.933,-28.96,953.933,-15.26
954.137,39.16,954.137,-102.8,954.137,34.01,954.137,-30.32,954.137,-22.71,954.137,-25.28,954.137,-12.97
954.341,32.15,954.341,-77.24,954.341,43.95,954.341,-11.86,954.341,-5.51,954.341,17.81,954.341,14.75
954.546,22.88,954.546,-66.57,954.546,33.2,954.546,-1.95,954.546,-27.66,954.546,9.6,954.546,-14.63
954.75,33.5,954.75,-75.26,954.75,18.16,954.75,-17.18,954.75,-42.03,954.75,2.02,954.75,-12.07
954.954,41.99,954.954,-86.75,954.954,33.6,954.954,-3.68,954.954,-37.82,954.954,7.08,954.954,1.12
955.159,31.41,955.159,-58.36,955.159,50.43,955.159,16.52,955.159,-17.62,955.159,36.5,955.159,6.8
955.363,30.81,955.363,-48.68,955.363,36.28,955.363,14.35,955.363,-32.41,955.363,20.33,955.363,-2.98
955.567,18.96,955.567,-10.78,955.567,37.21,955.567,31.07,955.567,-24.95,955.567,14.39,955.567,-8.17
955.771,11.81,955.771,-17.38,955.771,26.96,955.771,29.95,955.771,-23.86,955.771,18.79,955.771,2.25
955.976,14.95,955.976,-22.42,955.976,57.75,955.976,68.25,955.976,-44.05,955.976,24.75,955.976,-0.58
956.18,29.23,956.18,-1.54,956.18,89.28,956.18,97.08,956.18,-30.04,956.18,44.78,956.18,3.76
956.384,11.28,956.384,-2.52,956.384,38.59,956.384,26.82,956.384,-20.52,956.384,17.37,956.384,-18.68
956.588,27.64,956.588,-24.05,956.588,50.57,956.588,32.43,956.588,-36.82,956.588,4.04,956.588,-57.5
956.792,41.26,956.792,-18.93,956.792,30.02,956.792,5.26,956.792,-27.49,956.792,18.46,956.792,-64.92
956.996,40.54,956.996,-9.1,956.996,44.84,956.996,42.64,956.996,-19.06,956.996,50.66,956.996,-58.48
957.201,19.06,957.201,-2.44,957.201,23.3,957.201,21.25,957.201,-5.87,957.201,16.31,957.201,-13.58
957.405,39.19,957.405,-7.73,957.405,28.43,957.405,16.08,957.405,-43.28,957.405,2.32,957.405,-50.28
957.609,50.84,957.609,-62,957.609,9.43,957.609,-2.54,957.609,-52.31,957.609,-25.4,957.609,-73.48
957.813,35.61,957.813,-56.78,957.813,-15.05,957.813,-19.64,957.813,-34.32,957.813,-27.49,957.813,-61.61
958.017,35.99,958.017,-54.6,958.017,4,958.017,-25.61,958.017,-30.1,958.017,-28.31,958.017,-65.93
958.221,31.85,958.221,-52.7,958.221,6.16,958.221,-10.39,958.221,-21.75,958.221,-11.51,958.221,-48.49
958.425,48.1,958.425,-91.67,958.425,-14.11,958.425,-38.71,958.425,-36.66,958.425,-25.11,958.425,-67.32
958.629,158.45,958.629,-288.08,958.629,-60.14,958.629,-47.93,958.629,-59.83,958.629,-82.44,958.629,-166.39
958.833,38.16,958.833,-59.2,958.833,-18.32,958.833,-9.54,958.833,-6.98,958.833,-25.99,958.833,-19.51
959.037,28.04,959.037,-58.16,959.037,-5.55,959.037,2.9,959.037,-1.64,959.037,-38.31,959.037,-13.83
959.24,19.4,959.24,-71.25,959.24,-12.2,959.24,-3.81,959.24,-11.97,959.24,-43.96,959.24,-15.63
959.444,22.47,959.444,-69.81,959.444,-9.32,959.444,-17.71,959.444,-20.7,959.444,-43.18,959.444,-24.28
959.648,25.66,959.648,-64,959.648,-11.13,959.648,-7.75,959.648,-0.29,959.648,-26.35,959.648,-0.56
959.852,65.9,959.852,-69.77,959.852,7.59,959.852,12.6,959.852,38.96,959.852,19.9,959.852,16.49
960.056,27.64,960.056,-30.06,960.056,16.33,960.056,19.22,960.056,3.77,960.056,9.51,960.056,16.55
960.26,21.39,960.26,-27.49,960.26,-8.61,960.26,7.55,960.26,-1.02,960.26,6.14,960.26,2.77
960.464,27.35,960.464,-20.81,960.464,-18.84,960.464,16.46,960.464,7.2,960.464,5.99,960.464,23.95
960.667,55.39,960.667,-52.76,960.667,-59.03,960.667,3.24,960.667,-7.81,960.667,0.24,960.667,12.84
960.871,18.39,960.871,-7.6,960.871,-15.83,960.871,5.17,960.871,4.33,960.871,16.06,960.871,23.43
961.075,15.31,961.075,-44.05,961.075,-29.64,961.075,-10.24,961.075,-17.34,961.075,-14.37,961.075,-24.74
961.279,11.55,961.279,-41.2,961.279,-32.88,961.279,-12.26,961.279,-21.15,961.279,-5.49,961.279,-24.05
961.482,2.1,961.482,-22.97,961.482,-20.04,961.482,6.24,961.482,3.9,961.482,2.76,961.482,-16.52
961.686,7.86,961.686,-62.16,961.686,-58.61,961.686,17.37,961.686,30.14,961.686,-2.64,961.686,-1.25
961.89,1.7,961.89,-35.79,961.89,-36.38,961.89,19.24,961.89,16.62,961.89,2.58,961.89,12.25
962.093,12.03,962.093,-38.78,962.093,-28.39,962.093,34.99,962.093,13.14,962.093,3.66,962.093,30.57
962.297,10.28,962.297,-38.2,962.297,-34.61,962.297,17.55,962.297,11.24,962.297,5.15,962.297,16.43
962.501,22.1,962.501,-86.66,962.501,-67.45,962.501,32.27,962.501,6.02,962.501,-21.82,962.501,58.75
962.704,17.1,962.704,-60.5,962.704,-41.65,962.704,8.95,962.704,-13.72,962.704,-1.89,962.704,11.5
962.908,34.3,962.908,-84.27,962.908,-48.46,962.908,32.7,962.908,-8.56,962.908,22.22,962.908,40.27
963.111,24.08,963.111,-48.54,963.111,-16.31,963.111,28.45,963.111,-1.98,963.111,10.63,963.111,27.41
963.315,21.98,963.315,-47.23,963.315,-15.49,963.315,17.21,963.315,-13.32,963.315,18.23,963.315,44.47
963.518,51.71,963.518,-50.8,963.518,-23.05,963.518,25.74,963.518,-12.15,963.518,16.45,963.518,96.03
963.722,28.65,963.722,-42.45,963.722,-15.11,963.722,4.13,963.722,-20.86,963.722,3.88,963.722,45.02
963.925,101.84,963.925,-82.59,963.925,28.7,963.925,52.66,963.925,-16.97,963.925,56.09,963.925,132.98
964.129,29.99,964.129,-40.16,964.129,6.71,964.129,1.88,964.129,-13.27,964.129,-1.42,964.129,19.24
964.332,29.88,964.332,-41.97,964.332,8.46,964.332,-6.5,964.332,-3.86,964.332,-3.22,964.332,4.78
964.536,38.9,964.536,-34.27,964.536,28.81,964.536,0.14,964.536,12.57,964.536,5.66,964.536,28.53
964.739,69.66,964.739,-44.55,964.739,83.44,964.739,-10.49,964.739,59.06,964.739,37.44,964.739,50.53
964.942,45.77,964.942,-24.55,964.942,61.82,964.942,-15.14,964.942,33.69,964.942,0.58,964.942,19.45
965.146,54.44,965.146,-21.91,965.146,56.13,965.146,-27.03,965.146,10.42,965.146,-6.91,965.146,0.84
965.349,55.98,965.349,-50.51,965.349,19.59,965.349,-52.07,965.349,-25.1,965.349,-27.16,965.349,-28.81
965.553,64.79,965.553,-17.55,965.553,46.23,965.553,-22.83,965.553,18.58,965.553,14.23,965.553,-7.57
965.756,83.57,965.756,-44.39,965.756,85.56,965.756,-22.92,965.756,32.85,965.756,37.23,965.756,-25.61
965.959,38.59,965.959,-16.15,965.959,33.51,965.959,-5.52,965.959,20.72,965.959,6.96,965.959,-11.71
966.162,63.08,966.162,-45.33,966.162,11.86,966.162,-15.95,966.162,2.77,966.162,5.85,966.162,-18.68
966.366,33.3,966.366,-15.32,966.366,19.56,966.366,4.4,966.366,2.45,966.366,15.81,966.366,-7.64
966.569,61.81,966.569,1.09,966.569,38.69,966.569,12.68,966.569,2.97,966.569,26.73,966.569,-18.49
966.772,84.65,966.772,-36.58,966.772,18.34,966.772,24.09,966.772,0.58,966.772,31.83,966.772,-67.04
966.975,32.84,966.975,-15.92,966.975,6.03,966.975,25.08,966.975,1.84,966.975,15.43,966.975,-23.21
967.179,30.34,967.179,-15.63,967.179,5.25,967.179,36.24,967.179,11.69,967.179,27.84,967.179,-7.79
967.382,-63.39,967.382,72.03,967.382,4.86,967.382,-125.4,967.382,-42.41,967.382,-53.92,967.382,62.58
967.585,31.23,967.585,-15.11,967.585,7.94,967.585,51.27,967.585,34.27,967.585,43.95,967.585,-17.95
967.788,21.02,967.788,-24.03,967.788,17.11,967.788,41.22,967.788,22.85,967.788,28.62,967.788,-19.54
967.991,25.87,967.991,-10.48,967.991,12.61,967.991,43.72,967.991,38.04,967.991,24.66,967.991,-20.31
968.194,25.9,968.194,-24.05,968.194,-8.88,968.194,31.03,968.194,17.8,968.194,-0.5,968.194,-42.29
968.397,36.98,968.397,-47.13,968.397,-16.96,968.397,17.31,968.397,13.23,968.397,-17.31,968.397,-69.88
968.6,74.11,968.6,-114.06,968.6,-53.66,968.6,72.5,968.6,84.26,968.6,12.14,968.6,-100.97
968.803,15.36,968.803,-51.95,968.803,-28.82,968.803,13.01,968.803,14.77,968.803,-4.18,968.803,-24.44
969.006,33.65,969.006,-54.77,969.006,-35.14,969.006,22.4,969.006,26.41,969.006,8.03,969.006,-19.29
969.209,23.38,969.209,-37.95,969.209,-20.46,969.209,22.68,969.209,38.86,969.209,5.89,969.209,-33.58
969.412,25.03,969.412,-57.37,969.412,-45.22,969.412,18.24,969.412,21.75,969.412,2.2,969.412,-47.33
969.615,12.84,969.615,-46.91,969.615,-31.25,969.615,29.48,969.615,32.3,969.615,11.47,969.615,-17.76
969.818,14.55,969.818,-35.4,969.818,-25.86,969.818,23.26,969.818,20.57,969.818,-0.02,969.818,-13.49
970.021,11.89,970.021,-60.61,970.021,-65.36,970.021,16.31,970.021,25.43,970.021,-33.58,970.021,-27.7
970.224,17.66,970.224,-188.95,970.224,-180.37,970.224,45.12,970.224,31.53,970.224,-45.85,970.224,-67.67
970.427,8.72,970.427,-55.29,970.427,-35.01,970.427,11.94,970.427,8.58,970.427,-6.18,970.427,-15.9
970.63,9.66,970.63,-56.02,970.63,-42.3,970.63,2.7,970.63,5.36,970.63,-8.75,970.63,-17.85
970.833,10.13,970.833,-61.87,970.833,-42.55,970.833,-12.33,970.833,-10.24,970.833,-21.52,970.833,-40.12
971.035,11.45,971.035,-44.24,971.035,-23.75,971.035,-10.88,971.035,0.35,971.035,-3.28,971.035,-27.6
971.238,11.92,971.238,-54.27,971.238,-29.59,971.238,-19.84,971.238,-12.5,971.238,-7.63,971.238,-31.95
971.441,20.64,971.441,-101.13,971.441,-63.52,971.441,-57.5,971.441,-55.83,971.441,-23.22,971.441,-60.22
971.644,19.83,971.644,-111.82,971.644,-47.77,971.644,-72.4,971.644,-91.21,971.644,-46.34,971.644,-88.19
971.847,21.45,971.847,-83.99,971.847,-18.31,971.847,-86.49,971.847,-91.49,971.847,-48.92,971.847,-68.51
972.049,19.7,972.049,-60.99,972.049,-8.69,972.049,-44.07,972.049,-68.46,972.049,-44.13,972.049,-29.97
972.252,13.67,972.252,-43.19,972.252,-12.1,972.252,-25.51,972.252,-58.26,972.252,-21.5,972.252,-24.19
972.455,10.92,972.455,-34.59,972.455,15.09,972.455,-16.8,972.455,-63.24,972.455,-23.93,972.455,-22.35
972.657,0.64,972.657,-25.34,972.657,3.24,972.657,-1.51,972.657,-39.55,972.657,-5.89,972.657,-17.46
972.86,8.22,972.86,-28.9,972.86,29.42,972.86,30.28,972.86,-52.21,972.86,11.43,972.86,-11.98
973.063,18.01,973.063,-12.63,973.063,23.1,973.063,24.78,973.063,-51.81,973.063,14,973.063,-4.63
973.265,10.88,973.265,-25.29,973.265,3.11,973.265,18.08,973.265,-46.13,973.265,1.16,973.265,-21.72
973.468,19.6,973.468,-26.4,973.468,0.92,973.468,24.21,973.468,-36.34,973.468,-17.08,973.468,-25.69
973.671,15.81,973.671,-17.11,973.671,10.5,973.671,27.77,973.671,-16.64,973.671,-7.54,973.671,-8.16
973.873,61.39,973.873,-42.46,973.873,44.97,973.873,94.83,973.873,-14.34,973.873,-9.24,973.873,3.23
974.076,47.6,974.076,-44.25,974.076,21.91,974.076,83.26,974.076,-9.71,974.076,-0.04,974.076,18.76
974.278,60.76,974.278,-28.75,974.278,5.22,974.278,53.4,974.278,2.45,974.278,3.73,974.278,2.71
974.481,64.15,974.481,-52.68,974.481,21.09,974.481,43.76,974.481,-26.47,974.481,-10.38,974.481,-21.66
974.683,56.89,974.683,-75.13,974.683,-30.59,974.683,38.02,974.683,-18.84,974.683,-8.05,974.683,-12.85
974.886,19.7,974.886,-29.27,974.886,-12.55,974.886,2.35,974.886,-13.18,974.886,-5.94,974.886,-3.32
975.088,31.35,975.088,-59.73,975.088,-43.16,975.088,-3.27,975.088,-22.6,975.088,-29.25,975.088,-18.12
975.291,20.94,975.291,-81.22,975.291,-36.19,975.291,13.57,975.291,-14.47,975.291,-33.51,975.291,-6.72
975.493,34.93,975.493,-80.49,975.493,-42.17,975.493,25.43,975.493,-23.83,975.493,-21.07,975.493,55.21
975.695,24.47,975.695,-75.72,975.695,-57.15,975.695,10.85,975.695,-32.97,975.695,-9.45,975.695,7.55
975.898,31.82,975.898,-64.34,975.898,-86.47,975.898,4.84,975.898,-50.3,975.898,-0.59,975.898,19.84
976.1,26.92,976.1,-39.97,976.1,-107.44,976.1,-4.06,976.1,-22.13,976.1,7.41,976.1,29.63
976.302,38.01,976.302,-84.86,976.302,-185.57,976.302,-9.71,976.302,-55.28,976.302,15.56,976.302,19.93
976.505,47.17,976.505,-137.81,976.505,-316.02,976.505,-43.41,976.505,-132.41,976.505,13.26,976.505,-30.02
976.707,7.26,976.707,-22.17,976.707,-92.11,976.707,-2.66,976.707,-18.61,976.707,7.87,976.707,2.12
976.909,18.51,976.909,-22.81,976.909,-85.7,976.909,-4.11,976.909,-39.56,976.909,15.98,976.909,-30.53
977.112,7.63,977.112,-13.03,977.112,-38.43,977.112,6.38,977.112,-10.08,977.112,12.37,977.112,-6.99
977.314,10.09,977.314,-29.92,977.314,-37.87,977.314,-19.77,977.314,-14.22,977.314,35.65,977.314,-15.51
977.516,9.76,977.516,-28.77,977.516,-43.84,977.516,-30.36,977.516,-21.35,977.516,20.81,977.516,-28.23
977.718,-3.44,977.718,-42.54,977.718,-55.07,977.718,-34.55,977.718,-21.34,977.718,1.51,977.718,-44.83
977.921,-13.57,977.921,-23.81,977.921,-32.2,977.921,-23.98,977.921,-6.55,977.921,25.53,977.921,-30.36
978.123,-8.04,978.123,-13.64,978.123,-4.38,978.123,-15.45,978.123,2.66,978.123,10.71,978.123,-37.74
978.325,-5.37,978.325,-36.3,978.325,24.62,978.325,-6.19,978.325,-15.35,978.325,19.48,978.325,-47.28
978.527,-9.31,978.527,-47.26,978.527,-2.61,978.527,-35.84,978.527,-31.51,978.527,6.13,978.527,-77.4
978.729,-0.1,978.729,-17.68,978.729,12.81,978.729,3.48,978.729,-0.78,978.729,13.43,978.729,-18.46
978.931,124.77,978.931,-2908.56,978.931,3155.35,978.931,672.06,978.931,-165.92,978.931,4079.79,978.931,-581.43
979.133,1.06,979.133,-13.45,979.133,16.82,979.133,9.47,979.133,7.69,979.133,17.86,979.133,17.79
979.335,5.88,979.335,-20.83,979.335,6.33,979.335,0.43,979.335,-0.99,979.335,11,979.335,23.72
979.537,25.84,979.537,-29.37,979.537,-35.86,979.537,34.53,979.537,-20.52,979.537,-31.74,979.537,11.73
979.739,5.55,979.739,0.95,979.739,-3.74,979.739,31.01,979.739,-4.08,979.739,4.06,979.739,50.61
979.941,0.58,979.941,9.14,979.941,5.47,979.941,20.59,979.941,2.66,979.941,9.74,979.941,15.4
980.143,0.14,980.143,4.61,980.143,-4.22,980.143,24.33,980.143,2.51,980.143,7.48,980.143,17.12
980.345,2.18,980.345,-7.03,980.345,-28.76,980.345,15.24,980.345,11.15,980.345,8.13,980.345,13.05
980.547,7.02,980.547,-3.64,980.547,-41.69,980.547,32.66,980.547,23.48,980.547,-3.88,980.547,4.81
980.749,41.47,980.749,28.53,980.749,-70.15,980.749,104.84,980.749,52.62,980.749,-37.63,980.749,34.89
980.951,32.69,980.951,9,980.951,-38.09,980.951,31,980.951,17.1,980.951,-25.87,980.951,9.45
981.153,18.26,981.153,-6.69,981.153,-32.31,981.153,18.86,981.153,3.84,981.153,-17.69,981.153,-10.94
981.355,41.6,981.355,-28.52,981.355,-114.96,981.355,50.25,981.355,19.65,981.355,-38.14,981.355,-70.62
981.557,126.64,981.557,-75.71,981.557,-267.58,981.557,117.19,981.557,72.22,981.557,-49.45,981.557,-292.12
981.759,24.96,981.759,-5.84,981.759,-52.11,981.759,42.14,981.759,34.03,981.759,10.49,981.759,-55.22
981.96,20.72,981.96,-12.73,981.96,-49.33,981.96,10.84,981.96,7.83,981.96,-15.98,981.96,-40.58
982.162,64.54,982.162,-59.19,982.162,-113.91,982.162,15.37,982.162,-3.46,982.162,-35.81,982.162,-103.53
982.364,46.71,982.364,-25.75,982.364,-73.96,982.364,-5.03,982.364,-11.89,982.364,-9,982.364,-78.1
982.566,53.56,982.566,-36.14,982.566,-75.42,982.566,4.21,982.566,-29,982.566,-1.42,982.566,-89.4
982.767,65.28,982.767,-51.07,982.767,-113.81,982.767,-53.27,982.767,-69.67,982.767,1.18,982.767,-135.9
982.969,75.52,982.969,-67,982.969,-106.18,982.969,-56.79,982.969,-83.79,982.969,46.58,982.969,-148.96
983.171,27.48,983.171,-8.36,983.171,-27.58,983.171,-13.7,983.171,-25.02,983.171,23.44,983.171,-55.89
983.373,42.33,983.373,-3.49,983.373,-36.12,983.373,-30.02,983.373,-32.82,983.373,36.76,983.373,-78.67
983.574,49.41,983.574,12.27,983.574,-14.92,983.574,-20.7,983.574,-38.34,983.574,57.09,983.574,-67.85
983.776,67.81,983.776,-1.08,983.776,-36.68,983.776,-24.7,983.776,-74.51,983.776,57.89,983.776,-103.71
983.978,61.63,983.978,19.6,983.978,-38.39,983.978,-1.41,983.978,-50.85,983.978,41.98,983.978,-61.12
984.179,65.37,984.179,27.3,984.179,-5.3,984.179,33.31,984.179,-25.44,984.179,55.49,984.179,-50.66
